Index,Clade,Clade_and_StateRegion,Type,Symb_Tol,Type_and_StateRegion,Gene,Isolate,Redundancy,Potential_Pseudogene_Ref,Species,Methodology,Genbank,Genbank_link,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Host_tol,AphiaID,Environment,Ocean,Host_and_Ocean,Host_and_StateRegion,Country,StateRegion,T_MMM_05,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Reference,Ref_link
873,C,"C, Okinawa",C1,0.466,"C1, Okinawa",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,verweyi,Acropora verweyi,0.588,288263,in hospite,Pacific,"Acropora verweyi, Pacific","Acropora verweyi, Okinawa",Japan,Okinawa,28.54,Zamami Island,N_A,"262,334,528","1,273,092,069",3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
874,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Poritidae,Alveopora,fenestrata,Alveopora fenestrata,0.756,207196,in hospite,Pacific,"Alveopora fenestrata, Pacific","Alveopora fenestrata, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
875,C,"C, Okinawa",C1,0.466,"C1, Okinawa",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Astreopora,myriophthalma,Astreopora myriophthalma,0.973,207128,in hospite,Pacific,"Astreopora myriophthalma, Pacific","Astreopora myriophthalma, Okinawa",Japan,Okinawa,28.54,Zamami Island,N_A,"262,334,528","1,273,092,069",3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
876,C,"C, Okinawa",C1,0.466,"C1, Okinawa",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Caulastrea,chalcidicum,Caulastrea chalcidicum,0.645,204033,in hospite,Pacific,"Caulastrea chalcidicum, Pacific","Caulastrea chalcidicum, Okinawa",Japan,Okinawa,28.54,Zamami Island,N_A,"262,334,528","1,273,092,069",3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
877,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,columna,Coscinaraea columna,0.935,207256,in hospite,Pacific,"Coscinaraea columna, Pacific","Coscinaraea columna, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
878,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,columna,Coscinaraea columna,0.935,207256,in hospite,Pacific,"Coscinaraea columna, Pacific","Coscinaraea columna, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Feather Reef,N_A,"-175,328,028","1,463,924,694",2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
879,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,columna,Coscinaraea columna,0.935,207256,in hospite,Pacific,"Coscinaraea columna, Pacific","Coscinaraea columna, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Feather Reef,N_A,"-175,328,028","1,463,924,694",2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
880,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,exesa,Coscinaraea exesa,0.92,287938,in hospite,Pacific,"Coscinaraea exesa, Pacific","Coscinaraea exesa, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
881,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Coscinaraea,sp.,Coscinaraea sp.,0.735,204591,in hospite,Pacific,"Coscinaraea sp., Pacific","Coscinaraea sp., Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
882,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,decadia,Cyphastrea decadia,0.992,288920,in hospite,Pacific,"Cyphastrea decadia, Pacific","Cyphastrea decadia, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
883,C,"C, Okinawa",C1,0.466,"C1, Okinawa",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,japonica,Cyphastrea japonica,0.709,288922,in hospite,Pacific,"Cyphastrea japonica, Pacific","Cyphastrea japonica, Okinawa",Japan,Okinawa,28.54,Zamami Island,N_A,"262,334,528","1,273,092,069",3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
884,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,microphthalma,Cyphastrea microphthalma,0.935,207416,in hospite,Pacific,"Cyphastrea microphthalma, Pacific","Cyphastrea microphthalma, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Feather Reef,N_A,"-175,328,028","1,463,924,694",2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
885,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,0.136,207413,in hospite,Pacific,"Cyphastrea serailia, Pacific","Cyphastrea serailia, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
886,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cyphastrea,serailia,Cyphastrea serailia,0.136,207413,in hospite,Pacific,"Cyphastrea serailia, Pacific","Cyphastrea serailia, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Feather Reef,N_A,"-175,328,028","1,463,924,694",2000,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
887,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Corallimorpharia,Discosomatidae,Discosoma,sp.,Discosoma sp.,0.711,267394,in hospite,Pacific,"Discosoma sp., Pacific","Discosoma sp., Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
888,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Corallimorpharia,Discosomatidae,Discosoma,sp.,Discosoma sp.,0.711,267394,in hospite,Pacific,"Discosoma sp., Pacific","Discosoma sp., Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
889,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Corallimorpharia,Discosomatidae,Discosoma,sp.,Discosoma sp.,0.711,267394,in hospite,Pacific,"Discosoma sp., Pacific","Discosoma sp., Great Barrier Reef",Australia,Great Barrier Reef,28.68,Feather Reef,N_A,"-175,328,028","1,463,924,694",2000,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
890,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,echinoporoides,Echinophyllia echinoporoides,0.897,287973,in hospite,Pacific,"Echinophyllia echinoporoides, Pacific","Echinophyllia echinoporoides, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
891,C,"C, Okinawa",C1,0.466,"C1, Okinawa",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Echinopora,lamellosa,Echinopora lamellosa,0.911,207421,in hospite,Pacific,"Echinopora lamellosa, Pacific","Echinopora lamellosa, Okinawa",Japan,Okinawa,28.54,Zamami Island,N_A,"262,334,528","1,273,092,069",3500,1,10,2002,2002,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
892,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,divisa,Euphyllia divisa,0.973,289215,in hospite,Pacific,"Euphyllia divisa, Pacific","Euphyllia divisa, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
893,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favia,pallida,Favia pallida,0.602,207440,in hospite,Pacific,"Favia pallida, Pacific","Favia pallida, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Feather Reef,N_A,"-175,328,028","1,463,924,694",2000,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
894,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Faviidae,Favia,speciosa,Favia speciosa,0.722,207425,in hospite,Pacific,"Favia speciosa, Pacific","Favia speciosa, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Curacao Island,N_A,"-186,672,528","1,465,557,028",3000,1,6,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
895,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Fungia,fungites,Fungia fungites,0.848,207350,in hospite,Pacific,"Fungia fungites, Pacific","Fungia fungites, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,10,17,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
896,C,"C, Great Barrier Reef",C1,0.466,"C1, Great Barrier Reef",ITS2,N_A,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326,same_as_Symbiodinium goreaui,DGGE,same_as_AF333515,http://www.ncbi.nlm.nih.gov/nuccore/AF333515,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Fungia,granulosa,Fungia granulosa,0.781,207348,in hospite,Pacific,"Fungia granulosa, Pacific","Fungia granulosa, Great Barrier Reef",Australia,Great Barrier Reef,28.68,Rib Reef,N_A,"-184,818,972","1,468,737,056",1500,1,8,2003,2003,LaJeunesse_2004_MEPS_284_147,"LaJeunesse T, Bhagooli R, Hidaka M, deVantier L, Done T, Schmidt GW, Fitt WK, Hoegh-Guldberg O (2004) Closely related Symbiodinium spp. differ in relative dominance in coral reef host communities across environmental, latitudinal and biogeographic gradients. Marine Ecology Progress Series 284, 147-161.",http://www.int-res.com/articles/meps2004/284/m284p147.pdf
